,75,150,225,300,375,450,525,596,600
2000,-2300.0,-1650.0,-1250.0,-680.0,-250.0,80.0,280.0,,50.0
2001,-1000.0,-600.0,-250.0,-260.0,0.0,330.0,320.0,,220.0
2002,-2800.0,-1550.0,-750.0,-750.0,-300.0,50.0,130.0,,-50.0
2003,-1300.0,-750.0,-225.0,-300.0,-50.0,140.0,250.0,,75.0
2004,-1400.0,-700.0,-300.0,-250.0,-25.0,150.0,300.0,,125.0
2005,-1700.0,-900.0,-450.0,-350.0,-100.0,100.0,225.0,,50.0
2006,-2300.0,-1650.0,-850.0,-550.0,-350.0,50.0,125.0,,-50.0
2007,-1400.0,-1000.0,-550.0,-250.0,0.0,150.0,500.0,,200.0
2008,-2300.0,-1500.0,-650.0,-400.0,-250.0,50.0,75.0,,-40.0
2009,-2000.0,-1700.0,-1200.0,-600.0,-100.0,300.0,450.0,,325.0
2010,0.0,200.0,100.0,300.0,420.0,600.0,400.0,600.0,
2011,-1300.0,-700.0,-300.0,-100.0,240.0,430.0,700.0,200.0,
2012,-1500.0,-750.0,-550.0,-200.0,0.0,450.0,380.0,350.0,
2013,-600.0,-500.0,-250.0,50.0,400.0,470.0,500.0,250.0,
2014,-600.0,-200.0,-180.0,-100.0,250.0,470.0,550.0,600.0,
2015,-1300.0,-1100.0,-800.0,-400.0,-100.0,600.0,350.0,400.0,
2016,-1625.0,-1050.0,-1000.0,-650.0,-50.0,-250.0,250.0,100.0,
2017,-1400.0,-850.0,-730.0,-500.0,-150.0,-30.0,25.0,15.0,
