YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
1949,357,FR,SARENNES,,710.0,-3700.0,-2990.0,"Data from J.P. Michel, M. Gay, F. Valla. Bilan de Masse du Glacier de Sarennes, 54° saison 2001-2002, Société Hydrotechnique de France, section Glaciologie, Nivologie, mars 2003, Grenoble, France. Glacier de Sarennes Données CEMAGREF;for more informations please contact Emmanuel Thibert: emmanuel.thibert@cemagref.fr",RGI60-11.03756
1950,357,FR,SARENNES,,1680.0,-3300.0,-1620.0,"Data from J.P. Michel, M. Gay, F. Valla. Bilan de Masse du Glacier de Sarennes, 54° saison 2001-2002, Société Hydrotechnique de France, section Glaciologie, Nivologie, mars 2003, Grenoble, France. Glacier de Sarennes Données CEMAGREF;for more informations please contact Emmanuel Thibert: emmanuel.thibert@cemagref.fr",RGI60-11.03756
1951,357,FR,SARENNES,,2500.0,-2300.0,200.0,"Data from J.P. Michel, M. Gay, F. Valla. Bilan de Masse du Glacier de Sarennes, 54° saison 2001-2002, Société Hydrotechnique de France, section Glaciologie, Nivologie, mars 2003, Grenoble, France. Glacier de Sarennes Données CEMAGREF;for more informations please contact Emmanuel Thibert: emmanuel.thibert@cemagref.fr",RGI60-11.03756
1952,357,FR,SARENNES,,1750.0,-3370.0,-1620.0,"Data from J.P. Michel, M. Gay, F. Valla. Bilan de Masse du Glacier de Sarennes, 54° saison 2001-2002, Société Hydrotechnique de France, section Glaciologie, Nivologie, mars 2003, Grenoble, France. Glacier de Sarennes Données CEMAGREF;for more informations please contact Emmanuel Thibert: emmanuel.thibert@cemagref.fr",RGI60-11.03756
1953,357,FR,SARENNES,,1770.0,-2410.0,-640.0,"Data from J.P. Michel, M. Gay, F. Valla. Bilan de Masse du Glacier de Sarennes, 54° saison 2001-2002, Société Hydrotechnique de France, section Glaciologie, Nivologie, mars 2003, Grenoble, France. Glacier de Sarennes Données CEMAGREF;for more informations please contact Emmanuel Thibert: emmanuel.thibert@cemagref.fr",RGI60-11.03756
1954,357,FR,SARENNES,,1050.0,-1600.0,-550.0,"Data from J.P. Michel, M. Gay, F. Valla. Bilan de Masse du Glacier de Sarennes, 54° saison 2001-2002, Société Hydrotechnique de France, section Glaciologie, Nivologie, mars 2003, Grenoble, France. Glacier de Sarennes Données CEMAGREF;for more informations please contact Emmanuel Thibert: emmanuel.thibert@cemagref.fr",RGI60-11.03756
1955,357,FR,SARENNES,,2200.0,-1540.0,660.0,"Data from J.P. Michel, M. Gay, F. Valla. Bilan de Masse du Glacier de Sarennes, 54° saison 2001-2002, Société Hydrotechnique de France, section Glaciologie, Nivologie, mars 2003, Grenoble, France. Glacier de Sarennes Données CEMAGREF;for more informations please contact Emmanuel Thibert: emmanuel.thibert@cemagref.fr",RGI60-11.03756
1956,357,FR,SARENNES,,1080.0,-1680.0,-600.0,"Data from J.P. Michel, M. Gay, F. Valla. Bilan de Masse du Glacier de Sarennes, 54° saison 2001-2002, Société Hydrotechnique de France, section Glaciologie, Nivologie, mars 2003, Grenoble, France. Glacier de Sarennes Données CEMAGREF;for more informations please contact Emmanuel Thibert: emmanuel.thibert@cemagref.fr",RGI60-11.03756
1957,357,FR,SARENNES,,1380.0,-1900.0,-520.0,"Data from J.P. Michel, M. Gay, F. Valla. Bilan de Masse du Glacier de Sarennes, 54° saison 2001-2002, Société Hydrotechnique de France, section Glaciologie, Nivologie, mars 2003, Grenoble, France. Glacier de Sarennes Données CEMAGREF;for more informations please contact Emmanuel Thibert: emmanuel.thibert@cemagref.fr",RGI60-11.03756
1958,357,FR,SARENNES,,1470.0,-2140.0,-670.0,"Data from J.P. Michel, M. Gay, F. Valla. Bilan de Masse du Glacier de Sarennes, 54° saison 2001-2002, Société Hydrotechnique de France, section Glaciologie, Nivologie, mars 2003, Grenoble, France. Glacier de Sarennes Données CEMAGREF;for more informations please contact Emmanuel Thibert: emmanuel.thibert@cemagref.fr",RGI60-11.03756
1959,357,FR,SARENNES,,1430.0,-2690.0,-1260.0,"Data from J.P. Michel, M. Gay, F. Valla. Bilan de Masse du Glacier de Sarennes, 54° saison 2001-2002, Société Hydrotechnique de France, section Glaciologie, Nivologie, mars 2003, Grenoble, France. Glacier de Sarennes Données CEMAGREF;for more informations please contact Emmanuel Thibert: emmanuel.thibert@cemagref.fr",RGI60-11.03756
1960,357,FR,SARENNES,,1200.0,-1080.0,120.0,"Data from J.P. Michel, M. Gay, F. Valla. Bilan de Masse du Glacier de Sarennes, 54° saison 2001-2002, Société Hydrotechnique de France, section Glaciologie, Nivologie, mars 2003, Grenoble, France. Glacier de Sarennes Données CEMAGREF;for more informations please contact Emmanuel Thibert: emmanuel.thibert@cemagref.fr",RGI60-11.03756
