YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
1967,635,IT,CARESER,4.718,,,-390.0,Dyurgerov M. (2002),RGI50-11.01834
1968,635,IT,CARESER,4.718,,,260.0,Dyurgerov M. (2002):Net balance also reported as 247.,RGI50-11.01834
1969,635,IT,CARESER,4.718,,,0.0,Dyurgerov M. (2002).,RGI50-11.01834
1970,635,IT,CARESER,4.718,,,-630.0,Dyurgerov M. (2002),RGI50-11.01834
1971,635,IT,CARESER,,,,-650.0,,RGI50-11.01834
1972,635,IT,CARESER,,,,400.0,,RGI50-11.01834
1973,635,IT,CARESER,,,,-1280.0,,RGI50-11.01834
1974,635,IT,CARESER,,,,-320.0,,RGI50-11.01834
1975,635,IT,CARESER,4.68,,,170.0,Area from table SECTION.,RGI50-11.01834
1976,635,IT,CARESER,4.68,610.0,-880.0,-270.0,,RGI50-11.01834
1977,635,IT,CARESER,4.68,1890.0,-900.0,990.0,,RGI50-11.01834
1978,635,IT,CARESER,4.68,1200.0,-1120.0,80.0,,RGI50-11.01834
1979,635,IT,CARESER,4.68,1100.0,-1280.0,-180.0,,RGI50-11.01834
1980,635,IT,CARESER,4.829,,,10.0,,RGI50-11.01834
1981,635,IT,CARESER,4.829,,,-840.0,,RGI50-11.01834
1982,635,IT,CARESER,4.829,690.0,-2370.0,-1680.0,,RGI50-11.01834
1983,635,IT,CARESER,4.829,,,-790.0,,RGI50-11.01834
1984,635,IT,CARESER,4.83,,,-590.0,,RGI50-11.01834
1985,635,IT,CARESER,4.829,,,-760.0,,RGI50-11.01834
1986,635,IT,CARESER,4.83,,,-1140.0,,RGI50-11.01834
1987,635,IT,CARESER,4.83,,,-1640.0,,RGI50-11.01834
1988,635,IT,CARESER,4.83,,,-1010.0,,RGI50-11.01834
1989,635,IT,CARESER,4.83,,,-820.0,,RGI50-11.01834
1990,635,IT,CARESER,4.83,,,-1580.0,,RGI50-11.01834
1991,635,IT,CARESER,3.857,,,-1730.0,,RGI50-11.01834
1992,635,IT,CARESER,3.857,,,-1200.0,,RGI50-11.01834
1993,635,IT,CARESER,3.857,,,-300.0,,RGI50-11.01834
1994,635,IT,CARESER,3.857,,,-1740.0,,RGI50-11.01834
1995,635,IT,CARESER,3.857,,,-1080.0,,RGI50-11.01834
1996,635,IT,CARESER,3.86,,,-1320.0,,RGI50-11.01834
1997,635,IT,CARESER,3.86,,,-930.0,,RGI50-11.01834
1998,635,IT,CARESER,3.36,,,-2240.0,,RGI50-11.01834
1999,635,IT,CARESER,3.36,,,-1800.0,,RGI50-11.01834
2000,635,IT,CARESER,3.36,,,-1610.0,,RGI50-11.01834
2001,635,IT,CARESER,,,,-250.0,,RGI50-11.01834
2002,635,IT,CARESER,2.829,,,-1149.0,Calculated from submitted values.,RGI50-11.01834
2003,635,IT,CARESER,2.829,,,-3317.0,Calculated from submitted values.,RGI50-11.01834
2004,635,IT,CARESER,2.829,,,-1562.0,Calculated from submitted values.,RGI50-11.01834
2005,635,IT,CARESER,2.829,,,-2005.0,Calculated from submitted values.,RGI50-11.01834
2006,635,IT,CARESER,2.3989,841.0,-2934.0,-2093.0,Massbalance calculated from submitted values.,RGI50-11.01834
2007,635,IT,CARESER,2.3989,382.0,-3127.0,-2745.0,Massbalance calculated from submitted values.,RGI50-11.01834
2008,635,IT,CARESER,1.9252,744.0,-2596.0,-1851.0,Calculated from submitted data.,RGI50-11.01834
2009,635,IT,CARESER,1.9252,1347.0,-2583.0,-1236.0,Calculated from submitted data.,RGI50-11.01834
2010,635,IT,CARESER,1.886,1054.0,-2016.0,-962.0,,RGI50-11.01834
2011,635,IT,CARESER,1.886,869.0,-2791.0,-1922.0,,RGI50-11.01834
2012,635,IT,CARESER,1.6296,800.0,-3260.0,-2460.0,calculated from submitted values.,RGI50-11.01834
2013,635,IT,CARESER,1.5792,1482.0,-2521.0,-1039.0,calculated from submitted values,RGI50-11.01834
2014,635,IT,CARESER,1.579,1576.0,-1707.0,-131.0,,RGI50-11.01834
2015,635,IT,CARESER,1.311,878.0,-3353.0,-2475.0,,RGI50-11.01834
2016,635,IT,CARESER,1.348,930.0,-2678.0,-1748.0,,RGI50-11.01834
2017,635,IT,CARESER,1.142,597.0,-3343.0,-2747.0,,RGI50-11.01834
2018,635,IT,CARESER,0.964,865.0,-2846.0,-1981.0,,RGI50-11.01834
2019,635,IT,CARESER,0.955,1292.0,-2724.0,-1432.0,"The winter balance is calculated assuming negligible winter ablation after the last visit in the previous year. This is not the case of 2019 (up to 0.5 net ablation before stable snow cover in October 2018), however the winter balance is calculated as the",RGI50-11.01834
2020,635,IT,CARESER,0.769,830.0,-2201.0,-1371.0,"The winter balance is calculated as the water equivalent of snow measured  at the end of the accumulation season, in conformity with the mass balance series. Please note that in 2020 glacier geometry and mass balance results are referred to the main glacier body and do not consider other eight ice patches (< 0.02 km2 each, total area 0.1 km2) that separated from the main ice body at its western and northern sides. It was not possibile to conduct mass balance measurements on the separated patches. Please see Sheet 'B - State'.",RGI50-11.01834
