YEAR,WGMS_ID,POLITICAL_UNIT,NAME,AREA,WINTER_BALANCE,SUMMER_BALANCE,ANNUAL_BALANCE,REMARKS,RGI_ID
1983,545,AT,WURTEN K.,1.35,1363.0,-2392.0,-1029.0,"W. Schöner: Glacier area interpolated between mapped years, last map: 1998",RGI50-11.00300
1984,545,AT,WURTEN K.,1.32,913.0,-883.0,30.0,"W. Schöner: Glacier area interpolated between mapped years, last map: 1998",RGI50-11.00300
1985,545,AT,WURTEN K.,1.29,1123.0,-2218.0,-1095.0,"W. Schöner: Glacier area interpolated between mapped years, last map: 1998",RGI50-11.00300
1986,545,AT,WURTEN K.,1.24,1167.0,-2739.0,-1572.0,"W. Schöner: Glacier area interpolated between mapped years, last map: 1998",RGI50-11.00300
1987,545,AT,WURTEN K.,1.19,1482.0,-2307.0,-825.0,"W. Schöner: Glacier area interpolated between mapped years, last map: 1998",RGI50-11.00300
1988,545,AT,WURTEN K.,1.16,1259.0,-2037.0,-785.0,"W. Schöner: Glacier area interpolated between mapped years, last map: 1998",RGI50-11.00300
1989,545,AT,WURTEN K.,1.13,1255.0,-1398.0,-143.0,"W. Schöner: Glacier area interpolated between mapped years, last map: 1998",RGI50-11.00300
1990,545,AT,WURTEN K.,1.13,1168.0,-1928.0,-760.0,"W. Schöner: Glacier area interpolated between mapped years, last map: 1998",RGI50-11.00300
1991,545,AT,WURTEN K.,1.1,1258.0,-2152.0,-1072.0,"W. Schöner: Glacier area interpolated between mapped years, last map: 1998. MB for entire glacier corrected.",RGI50-11.00300
1992,545,AT,WURTEN K.,1.09,1550.0,-2798.0,-1309.0,"W. Schöner: Glacier area interpolated between mapped years, last map: 1998. MB for entire glacier corrected.",RGI50-11.00300
1993,545,AT,WURTEN K.,1.09,1513.0,-1997.0,-484.0,"W. Schöner: Glacier area interpolated between mapped years, last map: 1998",RGI50-11.00300
1994,545,AT,WURTEN K.,1.09,1422.0,-3039.0,-1617.0,"W. Schöner: Glacier area interpolated between mapped years, last map: 1998",RGI50-11.00300
1995,545,AT,WURTEN K.,1.09,1545.0,-1958.0,-414.0,"W. Schöner: Glacier area interpolated between mapped years, last map: 1998",RGI50-11.00300
1996,545,AT,WURTEN K.,1.02,770.0,-1408.0,-638.0,"W. Schöner Glacier area interpolated between mapped years, last map 1998",RGI50-11.00300
1997,545,AT,WURTEN K.,1.0,2066.0,-2221.0,-242.0,"W. Schöner Glacier area interpolated between mapped years, last map 1998. MB for entire glacier corrected.",RGI50-11.00300
1998,545,AT,WURTEN K.,0.99,1306.0,-2620.0,-1313.0,"W. Schöner Glacier area interpolated between mapped years, last map 1998",RGI50-11.00300
1999,545,AT,WURTEN K.,0.97,1635.0,-2807.0,-1172.0,"W. Schöner Glacier area interpolated between mapped years, last map 1998.",RGI50-11.00300
2000,545,AT,WURTEN K.,0.97,1498.0,-2178.0,-680.0,"W. Schöner Glacier area interpolated between mapped years, last map 1998",RGI50-11.00300
2001,545,AT,WURTEN K.,0.97,1790.0,-2090.0,-300.0,,RGI50-11.00300
2002,545,AT,WURTEN K.,0.97,1399.0,-2365.0,-966.0,,RGI50-11.00300
2003,545,AT,WURTEN K.,0.97,1732.0,-3909.0,-2177.0,,RGI50-11.00300
2004,545,AT,WURTEN K.,0.82,1501.0,-1814.0,-301.0,,RGI50-11.00300
2005,545,AT,WURTEN K.,0.82,1194.0,-1642.0,-448.0,,RGI50-11.00300
2006,545,AT,WURTEN K.,0.82,1441.0,-2218.0,-778.0,,RGI50-11.00300
2007,545,AT,WURTEN K.,0.82,936.0,-2136.0,-1201.0,,RGI50-11.00300
2008,545,AT,WURTEN K.,0.82,1784.0,-2722.0,-938.0,,RGI50-11.00300
2009,545,AT,WURTEN K.,0.82,2086.0,-2671.0,-584.0,,RGI50-11.00300
2010,545,AT,WURTEN K.,0.77,1366.0,-1885.0,-519.0,influenced by snow production of ski ressort,RGI50-11.00300
2011,545,AT,WURTEN K.,0.34,1171.0,-2971.0,-1800.0,only lower part observed,RGI50-11.00300
2012,545,AT,WURTEN K.,0.31,,,-1816.0,only lower part,RGI50-11.00300
2013,545,AT,WURTEN K.,0.31,,,-721.0,"Glacier Area 2012, DEM 2012 (extrapolated)",RGI50-11.00300
